id,Период,Выручка
215366,текущий_месяц,5338.4
215367,препредыдущий_месяц,4668.0
215367,предыдущий_месяц,5164.5
215367,текущий_месяц,5493.4
215368,препредыдущий_месяц,4536.0
215368,предыдущий_месяц,5823.0
215368,текущий_месяц,5591.6
215369,предыдущий_месяц,3593.0
215369,текущий_месяц,3842.6
215369,препредыдущий_месяц,4931.0
215370,текущий_месяц,4840.3
215370,препредыдущий_месяц,4535.0
215370,предыдущий_месяц,5235.5
215371,текущий_месяц,6937.7
215371,препредыдущий_месяц,4742.0
215371,предыдущий_месяц,6809.0
215372,текущий_месяц,4092.2
215372,препредыдущий_месяц,4762.0
215372,предыдущий_месяц,3866.0
215373,текущий_месяц,5161.1
215373,препредыдущий_месяц,4293.0
215373,предыдущий_месяц,4632.0
215374,препредыдущий_месяц,4666.0
215374,предыдущий_месяц,5762.5
215374,текущий_месяц,5720.9
215375,предыдущий_месяц,5253.5
215375,текущий_месяц,5633.1
215375,препредыдущий_месяц,4715.0
215376,предыдущий_месяц,6061.0
215376,текущий_месяц,6209.2
215376,препредыдущий_месяц,4723.0
215377,предыдущий_месяц,5096.5
215377,текущий_месяц,5872.6
215377,препредыдущий_месяц,4273.0
215378,предыдущий_месяц,3543.0
215378,текущий_месяц,4364.6
215378,препредыдущий_месяц,4302.0
215379,предыдущий_месяц,4300.0
215379,препредыдущий_месяц,4360.0
215379,текущий_месяц,4394.9
215380,препредыдущий_месяц,5051.0
215380,предыдущий_месяц,6077.0
215380,текущий_месяц,106862.2
215381,препредыдущий_месяц,4503.0
215381,предыдущий_месяц,5467.5
215381,текущий_месяц,5783.4
215382,препредыдущий_месяц,4824.0
215382,предыдущий_месяц,5545.5
215382,текущий_месяц,6403.5
215383,препредыдущий_месяц,4729.0
215383,предыдущий_месяц,5560.0
215383,текущий_месяц,5989.0
215384,предыдущий_месяц,3584.0
215384,текущий_месяц,4010.4
215384,препредыдущий_месяц,4226.0
215385,текущий_месяц,6627.8
215385,препредыдущий_месяц,4707.0
215385,предыдущий_месяц,6184.5
215386,текущий_месяц,4478.5
215386,препредыдущий_месяц,4751.0
215386,предыдущий_месяц,3146.0
215387,текущий_месяц,5658.4
215387,препредыдущий_месяц,4607.0
215387,предыдущий_месяц,5414.0
215388,текущий_месяц,3232.2
215388,препредыдущий_месяц,4182.0
215388,предыдущий_месяц,3188.0
215389,текущий_месяц,4429.1
215389,предыдущий_месяц,4550.0
215389,препредыдущий_месяц,4484.0
215390,предыдущий_месяц,4254.0
215390,препредыдущий_месяц,4549.0
215390,текущий_месяц,4612.8
215391,предыдущий_месяц,5928.5
215391,препредыдущий_месяц,4556.0
215391,текущий_месяц,5824.5
215392,препредыдущий_месяц,4341.0
215392,текущий_месяц,5234.4
215392,предыдущий_месяц,4548.0
215393,текущий_месяц,5345.5
215393,предыдущий_месяц,5267.5
215393,препредыдущий_месяц,4909.0
215394,текущий_месяц,5651.4
215394,предыдущий_месяц,5420.0
215394,препредыдущий_месяц,4952.0
215395,текущий_месяц,5677.1
215395,препредыдущий_месяц,4972.0
215395,предыдущий_месяц,5297.5
215396,препредыдущий_месяц,4805.0
215396,предыдущий_месяц,5876.0
215396,текущий_месяц,6830.2
215397,препредыдущий_месяц,4430.0
215397,предыдущий_месяц,4541.0
215397,текущий_месяц,5040.2
215398,препредыдущий_месяц,4557.0
215398,предыдущий_месяц,5530.5
215398,текущий_месяц,5854.2
215399,препредыдущий_месяц,4529.0
215399,предыдущий_месяц,3857.0
215399,текущий_месяц,4900.9
215400,препредыдущий_месяц,4439.0
215400,текущий_месяц,5691.4
215400,предыдущий_месяц,5681.0
215401,текущий_месяц,6065.9
215401,препредыдущий_месяц,4833.0
215401,предыдущий_месяц,5548.5
215402,текущий_месяц,4940.1
215402,препредыдущий_месяц,4702.0
215402,предыдущий_месяц,4918.0
215403,текущий_месяц,6427.2
215403,препредыдущий_месяц,4957.0
215403,предыдущий_месяц,5824.0
215404,текущий_месяц,4867.0
215404,препредыдущий_месяц,4449.0
215404,предыдущий_месяц,3788.0
215405,препредыдущий_месяц,4881.0
215405,предыдущий_месяц,6226.5
215405,текущий_месяц,7104.0
215406,предыдущий_месяц,5715.5
215406,текущий_месяц,6257.6
215406,препредыдущий_месяц,4763.0
215407,предыдущий_месяц,5502.0
215407,текущий_месяц,5919.3
215407,препредыдущий_месяц,4884.0
215408,предыдущий_месяц,5295.0
215408,текущий_месяц,5029.8
215408,препредыдущий_месяц,4434.0
215409,предыдущий_месяц,5219.5
215409,текущий_месяц,5538.0
215409,препредыдущий_месяц,4465.0
215410,текущий_месяц,4607.6
215410,препредыдущий_месяц,4248.0
215410,предыдущий_месяц,4839.0
215411,препредыдущий_месяц,4609.0
215411,предыдущий_месяц,5395.0
215411,текущий_месяц,5499.0
215412,препредыдущий_месяц,4607.0
215412,предыдущий_месяц,5499.5
215412,текущий_месяц,5294.1
215413,препредыдущий_месяц,4301.0
215413,предыдущий_месяц,3943.0
215413,текущий_месяц,4166.6
215414,препредыдущий_месяц,4747.0
215414,предыдущий_месяц,3757.0
215414,текущий_месяц,4144.4
215415,предыдущий_месяц,6147.0
215415,текущий_месяц,6352.4
215415,препредыдущий_месяц,4875.0
215416,текущий_месяц,4882.7
215416,препредыдущий_месяц,4148.0
215416,предыдущий_месяц,4461.5
215417,текущий_месяц,3875.0
215417,препредыдущий_месяц,4991.0
215417,предыдущий_месяц,3914.0
215418,текущий_месяц,6427.1
215418,препредыдущий_месяц,4661.0
215418,предыдущий_месяц,5943.5
215419,текущий_месяц,5676.1
215419,препредыдущий_месяц,4756.0
215419,предыдущий_месяц,5816.5
215420,текущий_месяц,5200.3
215420,предыдущий_месяц,5264.0
215420,препредыдущий_месяц,4568.0
215421,предыдущий_месяц,5130.5
215421,текущий_месяц,5322.9
215421,препредыдущий_месяц,4571.0
215422,предыдущий_месяц,4995.0
215422,текущий_месяц,4668.7
215422,препредыдущий_месяц,4455.0
215423,предыдущий_месяц,5586.5
215423,текущий_месяц,5682.7
215423,препредыдущий_месяц,4316.0
215424,предыдущий_месяц,5821.5
215424,текущий_месяц,5859.2
215424,препредыдущий_месяц,4383.0
215425,текущий_месяц,5485.4
215425,препредыдущий_месяц,4623.0
215425,предыдущий_месяц,5202.0
215426,препредыдущий_месяц,4648.0
215426,предыдущий_месяц,5404.0
215426,текущий_месяц,6150.2
215427,препредыдущий_месяц,4795.0
215427,предыдущий_месяц,5549.5
215427,текущий_месяц,6427.0
215428,препредыдущий_месяц,4537.0
215428,предыдущий_месяц,4456.0
215428,текущий_месяц,5444.0
215429,препредыдущий_месяц,4488.0
215429,предыдущий_месяц,3662.0
215429,текущий_месяц,4158.6
215430,предыдущий_месяц,5289.5
215430,текущий_месяц,5780.9
215430,препредыдущий_месяц,4712.0
215431,текущий_месяц,6184.8
215431,предыдущий_месяц,5455.5
215431,препредыдущий_месяц,4692.0
215432,текущий_месяц,5038.8
215432,предыдущий_месяц,5063.5
215432,препредыдущий_месяц,4648.0
215433,предыдущий_месяц,4599.0
215433,препредыдущий_месяц,4098.0
215433,текущий_месяц,4959.1
215434,препредыдущий_месяц,4604.0
215434,текущий_месяц,5733.3
215434,предыдущий_месяц,4913.0
215435,препредыдущий_месяц,5008.0
215435,текущий_месяц,7605.3
215435,предыдущий_месяц,6869.5
215436,препредыдущий_месяц,4752.0
215436,предыдущий_месяц,5370.0
215436,текущий_месяц,5511.7
215437,предыдущий_месяц,4987.5
215437,текущий_месяц,4834.1
215437,препредыдущий_месяц,4875.0
215438,предыдущий_месяц,4283.0
215438,текущий_месяц,4787.4
215438,препредыдущий_месяц,4235.0
215439,предыдущий_месяц,5484.0
215439,текущий_месяц,5833.7
215439,препредыдущий_месяц,4551.0
215440,предыдущий_месяц,5470.5
215440,текущий_месяц,5571.9
215440,препредыдущий_месяц,4740.0
215441,предыдущий_месяц,4305.0
215441,препредыдущий_месяц,4443.0
215441,текущий_месяц,4029.4
215442,препредыдущий_месяц,4917.0
215442,предыдущий_месяц,4665.0
215442,текущий_месяц,4371.2
215443,препредыдущий_месяц,4691.0
215443,предыдущий_месяц,6291.5
215443,текущий_месяц,6378.6
215444,препредыдущий_месяц,4162.0
215444,предыдущий_месяц,4068.0
215444,текущий_месяц,4481.4
215445,препредыдущий_месяц,4528.0
215445,предыдущий_месяц,5186.5
215445,текущий_месяц,5208.6
215446,предыдущий_месяц,4865.5
215446,текущий_месяц,5024.1
215446,препредыдущий_месяц,4435.0
215447,текущий_месяц,3567.1
215447,препредыдущий_месяц,4677.0
215447,предыдущий_месяц,3311.0
215448,текущий_месяц,6129.7
215448,препредыдущий_месяц,4670.0
215448,предыдущий_месяц,5351.0
215449,текущий_месяц,5223.9
215449,препредыдущий_месяц,4301.0
215449,предыдущий_месяц,5051.0
215450,текущий_месяц,7160.0
215450,препредыдущий_месяц,4849.0
215450,предыдущий_месяц,6211.0
215451,препредыдущий_месяц,4658.0
215451,предыдущий_месяц,4043.0
215451,текущий_месяц,4260.1
215452,предыдущий_месяц,4045.0
215452,текущий_месяц,4206.2
215452,препредыдущий_месяц,4963.0
215453,предыдущий_месяц,3332.0
215453,текущий_месяц,3143.5
215453,препредыдущий_месяц,4290.0
215454,предыдущий_месяц,5653.0
215454,текущий_месяц,6301.7
215454,препредыдущий_месяц,4600.0
215455,предыдущий_месяц,5288.5
215455,текущий_месяц,5175.4
215455,препредыдущий_месяц,4564.0
215456,текущий_месяц,6318.8
215456,препредыдущий_месяц,4353.0
215456,предыдущий_месяц,5134.5
215457,препредыдущий_месяц,4387.0
215457,предыдущий_месяц,5291.5
215457,текущий_месяц,5805.0
215458,препредыдущий_месяц,4925.0
215458,предыдущий_месяц,5772.5
215458,текущий_месяц,6187.2
215459,препредыдущий_месяц,4119.0
215459,предыдущий_месяц,4782.0
215459,текущий_месяц,5780.4
215460,препредыдущий_месяц,4729.0
215460,предыдущий_месяц,5864.5
215460,текущий_месяц,6063.4
215461,препредыдущий_месяц,4766.0
215461,текущий_месяц,3700.7
215461,предыдущий_месяц,3598.0
215462,текущий_месяц,6244.8
215462,препредыдущий_месяц,5002.0
215462,предыдущий_месяц,5821.0
215463,текущий_месяц,5015.3
215463,препредыдущий_месяц,4470.0
215463,предыдущий_месяц,5196.0
215464,текущий_месяц,5335.0
215464,препредыдущий_месяц,4692.0
215464,предыдущий_месяц,4990.5
215465,текущий_месяц,4309.0
215465,препредыдущий_месяц,4579.0
215465,предыдущий_месяц,4328.5
215466,препредыдущий_месяц,4748.0
215466,предыдущий_месяц,3202.0
215466,текущий_месяц,2758.7
215467,предыдущий_месяц,4853.0
215467,текущий_месяц,5062.3
215467,препредыдущий_месяц,4367.0
215468,предыдущий_месяц,6060.0
215468,текущий_месяц,6346.0
215468,препредыдущий_месяц,4698.0
215469,предыдущий_месяц,5403.5
215469,текущий_месяц,5228.0
215469,препредыдущий_месяц,4889.0
215470,предыдущий_месяц,5157.0
215470,текущий_месяц,5623.7
215470,препредыдущий_месяц,4764.0
215471,предыдущий_месяц,5305.0
215471,препредыдущий_месяц,4258.0
215471,текущий_месяц,6255.3
215472,препредыдущий_месяц,4596.0
215472,предыдущий_месяц,5920.5
215472,текущий_месяц,6099.9
215473,препредыдущий_месяц,4224.0
215473,предыдущий_месяц,4246.5
215473,текущий_месяц,3987.8
215474,препредыдущий_месяц,4578.0
215474,предыдущий_месяц,5470.5
215474,текущий_месяц,5521.2
215475,препредыдущий_месяц,4834.0
215475,предыдущий_месяц,5713.0
215475,текущий_месяц,5980.8
215476,предыдущий_месяц,5053.0
215476,текущий_месяц,5957.8
215476,препредыдущий_месяц,4243.0
215477,текущий_месяц,3711.9
215477,препредыдущий_месяц,4356.0
215477,предыдущий_месяц,3201.0
215478,текущий_месяц,3078.3
215478,препредыдущий_месяц,4682.0
215478,предыдущий_месяц,2960.0
215479,текущий_месяц,5980.4
215479,препредыдущий_месяц,4641.0
215479,предыдущий_месяц,5775.0
215480,текущий_месяц,6244.4
215480,препредыдущий_месяц,4704.0
215480,предыдущий_месяц,5551.5
215481,текущий_месяц,3560.1
215481,предыдущий_месяц,3720.0
215481,препредыдущий_месяц,4374.0
215482,предыдущий_месяц,6457.0
215482,текущий_месяц,6593.5
215482,препредыдущий_месяц,4921.0
215483,предыдущий_месяц,6349.0
215483,текущий_месяц,6355.5
215483,препредыдущий_месяц,4834.0
215484,предыдущий_месяц,5059.0
215484,текущий_месяц,5018.7
215484,препредыдущий_месяц,4267.0
215485,предыдущий_месяц,4201.0
215485,текущий_месяц,5065.5
215485,препредыдущий_месяц,4234.0
215486,текущий_месяц,4517.0
215486,препредыдущий_месяц,4469.0
215486,предыдущий_месяц,4478.0
215487,препредыдущий_месяц,4923.0
215487,предыдущий_месяц,4531.5
215487,текущий_месяц,5173.7
215488,препредыдущий_месяц,4652.0
215488,предыдущий_месяц,5612.0
215488,текущий_месяц,6368.6
215489,препредыдущий_месяц,4817.0
215489,предыдущий_месяц,6183.5
215489,текущий_месяц,6594.3
215490,препредыдущий_месяц,4559.0
215490,предыдущий_месяц,4849.0
215490,текущий_месяц,5497.7
215491,предыдущий_месяц,4576.0
215491,текущий_месяц,4521.4
215491,препредыдущий_месяц,4705.0
215492,текущий_месяц,5602.1
215492,препредыдущий_месяц,4389.0
215492,предыдущий_месяц,5151.0
215493,текущий_месяц,7799.4
215493,препредыдущий_месяц,4870.0
215493,предыдущий_месяц,6716.5
215494,текущий_месяц,5784.5
215494,препредыдущий_месяц,4502.0
215494,предыдущий_месяц,5258.0
215495,текущий_месяц,4369.7
215495,препредыдущий_месяц,4611.0
215495,предыдущий_месяц,3981.0
215496,препредыдущий_месяц,4896.0
215496,предыдущий_месяц,5020.0
215496,текущий_месяц,5237.1
215497,предыдущий_месяц,5871.5
215497,текущий_месяц,6277.1
215497,препредыдущий_месяц,4475.0
215498,предыдущий_месяц,6083.5
215498,текущий_месяц,6677.6
215498,препредыдущий_месяц,4624.0
215499,предыдущий_месяц,3526.0
215499,текущий_месяц,4286.5
215499,препредыдущий_месяц,4610.0
215500,предыдущий_месяц,4137.0
215500,текущий_месяц,3808.1
215500,препредыдущий_месяц,4278.0
215501,предыдущий_месяц,6604.0
215501,препредыдущий_месяц,4993.0
215501,текущий_месяц,6758.7
215502,препредыдущий_месяц,4809.0
215502,предыдущий_месяц,6132.0
215502,текущий_месяц,6314.0
215503,препредыдущий_месяц,4119.0
215503,предыдущий_месяц,5046.0
215503,текущий_месяц,4886.1
215504,препредыдущий_месяц,4543.0
215504,предыдущий_месяц,3432.0
215504,текущий_месяц,3412.5
215505,препредыдущий_месяц,4698.0
215505,предыдущий_месяц,3951.0
215505,текущий_месяц,3982.2
215506,предыдущий_месяц,5052.5
215506,текущий_месяц,5502.3
215506,препредыдущий_месяц,4238.0
215507,текущий_месяц,4794.2
215507,препредыдущий_месяц,4969.0
215507,предыдущий_месяц,4464.0
215508,текущий_месяц,5030.8
215508,препредыдущий_месяц,4102.0
215508,предыдущий_месяц,4672.0
215509,текущий_месяц,5299.3
215509,препредыдущий_месяц,4880.0
215509,предыдущий_месяц,5265.5
215510,текущий_месяц,4242.7
215510,препредыдущий_месяц,4814.0
215510,предыдущий_месяц,4244.0
215511,текущий_месяц,5907.7
215511,предыдущий_месяц,4966.5
215511,препредыдущий_месяц,4428.0
215512,предыдущий_месяц,5641.0
215512,препредыдущий_месяц,4513.0
215512,текущий_месяц,6996.9
215513,предыдущий_месяц,5834.0
215513,препредыдущий_месяц,4466.0
215513,текущий_месяц,6664.7
215514,препредыдущий_месяц,4839.0
215514,текущий_месяц,6125.3
215514,предыдущий_месяц,5994.0
215515,текущий_месяц,4067.9
215515,предыдущий_месяц,4395.5
215515,препредыдущий_месяц,4442.0
215516,текущий_месяц,5142.2
215516,предыдущий_месяц,5208.5
215516,препредыдущий_месяц,4328.0
215517,текущий_месяц,6612.4
215517,препредыдущий_месяц,4718.0
215517,предыдущий_месяц,6036.5
215518,препредыдущий_месяц,4156.0
215518,предыдущий_месяц,4987.0
215518,текущий_месяц,5237.9
215519,препредыдущий_месяц,4802.0
215519,предыдущий_месяц,3680.0
215519,текущий_месяц,4283.2
215520,препредыдущий_месяц,4102.0
215520,предыдущий_месяц,4601.5
215520,текущий_месяц,5585.6
215521,препредыдущий_месяц,4265.0
215521,предыдущий_месяц,4045.0
215521,текущий_месяц,4650.8
215522,препредыдущий_месяц,5039.0
215522,текущий_месяц,4595.3
215522,предыдущий_месяц,3619.0
215523,текущий_месяц,6407.4
215523,препредыдущий_месяц,4827.0
215523,предыдущий_месяц,5740.5
215524,текущий_месяц,4240.3
215524,препредыдущий_месяц,4508.0
215524,предыдущий_месяц,3836.0
215525,текущий_месяц,4984.0
215525,препредыдущий_месяц,4639.0
215525,предыдущий_месяц,4769.5
215526,текущий_месяц,6713.8
215526,препредыдущий_месяц,4508.0
215526,предыдущий_месяц,5880.5
215527,препредыдущий_месяц,4472.0
215527,предыдущий_месяц,3229.0
215527,текущий_месяц,3849.1
215528,предыдущий_месяц,5270.0
215528,текущий_месяц,6103.3
215528,препредыдущий_месяц,4502.0
215529,предыдущий_месяц,3111.0
215529,текущий_месяц,3267.0
215529,препредыдущий_месяц,4449.0
215530,предыдущий_месяц,5043.0
215530,текущий_месяц,5391.4
215530,препредыдущий_месяц,4374.0
215531,предыдущий_месяц,5518.0
215531,текущий_месяц,6061.4
215531,препредыдущий_месяц,4579.0
215532,текущий_месяц,4422.7
215532,препредыдущий_месяц,4212.0
215532,предыдущий_месяц,3871.5
215533,препредыдущий_месяц,4813.0
215533,предыдущий_месяц,4468.0
215533,текущий_месяц,5435.2
215534,препредыдущий_месяц,4669.0
215534,предыдущий_месяц,3652.0
215534,текущий_месяц,3856.1
215535,препредыдущий_месяц,4586.0
215535,предыдущий_месяц,4430.0
215535,текущий_месяц,4667.9
215536,препредыдущий_месяц,4952.0
215536,предыдущий_месяц,6378.5
215536,текущий_месяц,7467.9
215537,предыдущий_месяц,6121.5
215537,текущий_месяц,6781.9
215537,препредыдущий_месяц,4974.0
215538,текущий_месяц,6900.1
215538,препредыдущий_месяц,4641.0
215538,предыдущий_месяц,6013.5
215539,текущий_месяц,5417.2
215539,препредыдущий_месяц,4220.0
215539,предыдущий_месяц,5204.0
215540,текущий_месяц,6118.6
215540,препредыдущий_месяц,4826.0
215540,предыдущий_месяц,5277.5
215541,текущий_месяц,3416.6
215541,препредыдущий_месяц,4605.0
215541,предыдущий_месяц,3518.0
215542,текущий_месяц,5772.5
215542,предыдущий_месяц,5343.5
215542,препредыдущий_месяц,4418.0
215543,предыдущий_месяц,4697.5
215543,текущий_месяц,4821.0
215543,препредыдущий_месяц,4684.0
215544,предыдущий_месяц,4732.5
215544,текущий_месяц,4954.8
215544,препредыдущий_месяц,4314.0
215545,предыдущий_месяц,4826.5
215545,текущий_месяц,5306.2
215545,препредыдущий_месяц,4567.0
215546,предыдущий_месяц,3659.0
215546,текущий_месяц,4584.6
215546,препредыдущий_месяц,4157.0
215547,текущий_месяц,5199.1
215547,препредыдущий_месяц,4655.0
215547,предыдущий_месяц,5274.5
215548,препредыдущий_месяц,4228.0
215548,предыдущий_месяц,5324.5
215548,текущий_месяц,5761.3
215549,препредыдущий_месяц,4736.0
215549,предыдущий_месяц,3781.0
215549,текущий_месяц,4315.3
215550,препредыдущий_месяц,4940.0
215550,предыдущий_месяц,5975.0
215550,текущий_месяц,6251.9
215551,препредыдущий_месяц,4598.0
215551,предыдущий_месяц,4451.0
215551,текущий_месяц,5185.5
215552,препредыдущий_месяц,4726.0
215552,текущий_месяц,6194.6
215552,предыдущий_месяц,5678.5
215553,текущий_месяц,4594.3
215553,препредыдущий_месяц,4309.0
215553,предыдущий_месяц,4138.0
215554,текущий_месяц,4985.2
215554,препредыдущий_месяц,4733.0
215554,предыдущий_месяц,4401.5
215555,текущий_месяц,4621.3
215555,препредыдущий_месяц,4271.0
215555,предыдущий_месяц,4626.5
215556,текущий_месяц,6530.6
215556,препредыдущий_месяц,4640.0
215556,предыдущий_месяц,5891.0
215557,препредыдущий_месяц,4633.0
215557,предыдущий_месяц,4660.0
215557,текущий_месяц,5068.2
215558,предыдущий_месяц,6658.5
215558,текущий_месяц,7212.3
215558,препредыдущий_месяц,4968.0
215559,предыдущий_месяц,5837.0
215559,текущий_месяц,6363.5
215559,препредыдущий_месяц,5045.0
215560,предыдущий_месяц,3137.0
215560,текущий_месяц,3083.7
215560,препредыдущий_месяц,4931.0
215561,предыдущий_месяц,5900.5
215561,текущий_месяц,6174.8
215561,препредыдущий_месяц,4420.0
215562,предыдущий_месяц,4435.0
215562,препредыдущий_месяц,4330.0
215562,текущий_месяц,4168.5
215563,препредыдущий_месяц,4985.0
215563,предыдущий_месяц,6036.5
215563,текущий_месяц,6114.5
215564,препредыдущий_месяц,4213.0
215564,предыдущий_месяц,2890.0
215564,текущий_месяц,3334.6
215565,препредыдущий_месяц,4492.0
215565,предыдущий_месяц,4657.0
215565,текущий_месяц,5104.2
215566,препредыдущий_месяц,4702.0
215566,предыдущий_месяц,3877.0
215566,текущий_месяц,4191.6
215567,предыдущий_месяц,5259.0
215567,текущий_месяц,6079.3
215567,препредыдущий_месяц,4755.0
215568,текущий_месяц,3933.4
215568,препредыдущий_месяц,4740.0
215568,предыдущий_месяц,2909.0
215569,текущий_месяц,6120.2
215569,препредыдущий_месяц,4856.0
215569,предыдущий_месяц,5348.0
215570,текущий_месяц,6299.9
215570,препредыдущий_месяц,4729.0
215570,предыдущий_месяц,5581.0
215571,текущий_месяц,5719.8
215571,препредыдущий_месяц,4709.0
215571,предыдущий_месяц,5874.5
215572,препредыдущий_месяц,4822.0
215572,предыдущий_месяц,3879.0
215572,текущий_месяц,4033.7
215573,предыдущий_месяц,5418.0
215573,текущий_месяц,5501.2
215573,препредыдущий_месяц,4671.0
215574,предыдущий_месяц,5974.0
215574,текущий_месяц,7047.8
215574,препредыдущий_месяц,5053.0
215575,предыдущий_месяц,4132.5
215575,текущий_месяц,4539.4
215575,препредыдущий_месяц,4530.0
215576,предыдущий_месяц,5764.5
215576,текущий_месяц,6222.1
215576,препредыдущий_месяц,4500.0
215577,текущий_месяц,5663.5
215577,препредыдущий_месяц,4774.0
215577,предыдущий_месяц,4942.0
215578,препредыдущий_месяц,4778.0
215578,предыдущий_месяц,5328.5
215578,текущий_месяц,5801.7
215579,препредыдущий_месяц,4393.0
215579,предыдущий_месяц,5516.5
215579,текущий_месяц,6202.9
215580,препредыдущий_месяц,4657.0
215580,предыдущий_месяц,5309.5
215580,текущий_месяц,5635.8
215581,препредыдущий_месяц,4798.0
215581,предыдущий_месяц,4700.0
215581,текущий_месяц,4679.2
215582,препредыдущий_месяц,4688.0
215582,текущий_месяц,4414.0
215582,предыдущий_месяц,4180.0
215583,текущий_месяц,6068.3
215583,препредыдущий_месяц,4769.0
215583,предыдущий_месяц,5553.5
215584,текущий_месяц,6061.9
215584,препредыдущий_месяц,4470.0
215584,предыдущий_месяц,5616.0
215585,текущий_месяц,6298.5
215585,препредыдущий_месяц,4335.0
215585,предыдущий_месяц,5752.5
215586,текущий_месяц,3742.4
215586,препредыдущий_месяц,4349.0
215586,предыдущий_месяц,4148.0
215587,препредыдущий_месяц,4912.0
215587,предыдущий_месяц,5551.0
215587,текущий_месяц,5549.7
215588,предыдущий_месяц,4776.0
215588,текущий_месяц,5198.5
215588,препредыдущий_месяц,4293.0
215589,предыдущий_месяц,5372.0
215589,текущий_месяц,6363.9
215589,препредыдущий_месяц,4871.0
215590,предыдущий_месяц,4321.0
215590,текущий_месяц,4640.8
215590,препредыдущий_месяц,4604.0
215591,предыдущий_месяц,5175.0
215591,текущий_месяц,5804.2
215591,препредыдущий_месяц,4728.0
215592,текущий_месяц,4877.2
215592,препредыдущий_месяц,4643.0
215592,предыдущий_месяц,4995.5
215593,препредыдущий_месяц,4414.0
215593,текущий_месяц,4005.5
215593,предыдущий_месяц,3141.0
215594,препредыдущий_месяц,4971.0
215594,текущий_месяц,4395.6
215594,предыдущий_месяц,4107.0
215595,текущий_месяц,5857.4
215595,предыдущий_месяц,6399.5
215595,препредыдущий_месяц,4751.0
215596,предыдущий_месяц,4917.0
215596,препредыдущий_месяц,4824.0
215596,текущий_месяц,5175.7
215597,предыдущий_месяц,5918.0
215597,препредыдущий_месяц,4568.0
215597,текущий_месяц,6466.6
215598,предыдущий_месяц,4900.5
215598,текущий_месяц,4881.0
215598,препредыдущий_месяц,4740.0
215599,текущий_месяц,6614.4
215599,препредыдущий_месяц,4546.0
215599,предыдущий_месяц,6058.0
215600,текущий_месяц,5781.7
215600,препредыдущий_месяц,4646.0
215600,предыдущий_месяц,6134.0
215601,текущий_месяц,4653.6
215601,препредыдущий_месяц,4693.0
215601,предыдущий_месяц,4027.0
215602,текущий_месяц,4547.6
215602,препредыдущий_месяц,4426.0
215602,предыдущий_месяц,3531.0
215603,текущий_месяц,6784.5
215603,предыдущий_месяц,5926.5
215603,препредыдущий_месяц,5025.0
215604,предыдущий_месяц,4449.0
215604,текущий_месяц,4459.4
215604,препредыдущий_месяц,4308.0
215605,предыдущий_месяц,4613.5
215605,текущий_месяц,4898.2
215605,препредыдущий_месяц,4510.0
215606,предыдущий_месяц,5123.0
215606,текущий_месяц,5243.9
215606,препредыдущий_месяц,4583.0
215607,предыдущий_месяц,4397.0
215607,текущий_месяц,4922.2
215607,препредыдущий_месяц,4313.0
215608,текущий_месяц,4402.2
215608,препредыдущий_месяц,4550.0
215608,предыдущий_месяц,4884.5
215609,препредыдущий_месяц,4443.0
215609,предыдущий_месяц,4732.5
215609,текущий_месяц,5747.8
215610,препредыдущий_месяц,4795.0
215610,предыдущий_месяц,4281.0
215610,текущий_месяц,4747.7
215611,препредыдущий_месяц,4673.0
215611,предыдущий_месяц,4237.0
